Word                     Occurences               
promise                  1                        
promises                 1                        
pronounce                1                        
propose                  1                        
prove                    1                        
provinces                1                        
publicly                 1                        
pull                     1                        
purpose                  1                        
purposes                 1                        
pushed                   2                        
put                      1                        
putting                  1                        
quarter                  1                        
quarters                 2                        
quench                   1                        
question                 1                        
questionable             1                        
quite                    3                        
rabbi                    1                        
raised                   1                        
rang                     1                        
ransacked                1                        
rather                   2                        
read                     1                        
readers                  1                        
reasoner                 2                        
reasoning                2                        
reasons                  1                        
receipt                  1                        
received                 2                        
recent                   1                        
recovered                1                        
red                      1                        
reigning                 2                        
remained                 1                        
remains                  1                        
remarkable               1                        
remarked                 5                        
remembered               1                        
remove                   1                        
reopened                 1                        
reproachfully            1                        
resolute                 1                        
resolution               1                        
resolve                  1                        
result                   1                        
results                  1                        
retired                  1                        
returned                 2                        
returning                1                        
rich                     2                        
richness                 1                        
ridiculously             1                        
right                    3                        
rise                     1                        
risen                    1                        
rolled                   1                        
room                     3                        
rooms                    2                        
rose                     1                        
round                    1                        
royal                    2                        
rubbed                   1                        
ruin                     1                        
russian                  1                        
safely                   1                        
said                     21                       
sandwiched               1                        
save                     1                        
saw                      3                        
saxe                     1                        
say                      3                        
scala                    1                        
scandal                  3                        
scandinavia              1                        
scarlet                  1                        
scene                    1                        
scent                    1                        
scored                   1                        
scraped                  1                        
scribbled                1                        
sea                      1                        
seal                     1                        
seat                     1                        
second                   1                        
secrecy                  1                        
secret                   1                        
secreted                 1                        
secured                  1                        
see                      7                        
seen                     5                        
seized                   1                        
seldom                   2                        
sell                     1                        
send                     2                        
sensitive                1                        
sent                     2                        
sentencethis             1                        
serious                  1                        
seriously                2                        
serpentine               1                        
servant                  1                        
services                 1                        
settling                 1                        
seven                    3                        
seventeen                1                        
sex                      1                        
shadow                   1                        
shall                    3                        
shared                   1                        
sharp                    2                        
she                      17                       
sheet                    2                        
shelves                  1                        
sherlock                 2                        
shoe                     1                        
should                   7                        
shoulders                2                        
show                     1                        
showing                  1                        
shown                    2                        
shrugged                 1                        
shutting                 1                        
side                     1                        
sigismond                1                        
sign                     1                        
signature                1                        
signs                    1                        
silhouette               1                        
silk                     1                        
silver                   1                        
simple                   1                        
simplicity               1                        
since                    3                        
single                   1                        
singular                 2                        
sit                      1                        
sitting                  1                        
six                      3                        
slashed                  1                        
slavey                   1                        
sleeves                  1                        
slitting                 1                        
slow                     1                        
slowly                   1                        
small                    3                        
smelling                 1                        
sneer                    1                        
so                       13                       
society                  1                        
softer                   1                        
sole                     1                        
some                     7                        
someone                  1                        
soon                     1                        
soul                     3                        
sound                    2                        
spare                    1                        
sparkled                 1                        
speak                    1                        
speaking                 1                        
specimen                 1                        
speckled                 1                        
spirit                   1                        
spoke                    2                        
spoken                   2                        
sprang                   1                        
st                       1                        
staff                    1                        
stageha                  1                        
stairs                   1                        
stands                   2                        
state                    1                        
stay                     2                        
steel                    1                        
step                     1                        
steps                    2                        
stethoscope              1                        
stiff                    1                        
still                    2                        
stolen                   2                        
stood                    1                        
story                    1                        
straight                 1                        
strange                  2                        
street                   3                        
strict                   1                        
strikes                  1                        
strong                   3                        
strongly                 1                        
study                    2                        
subject                  1                        
successfully             1                        
successive               1                        
such                     5                        
sufficient               1                        
suggested                1                        
suggestive               1                        
suit                     2                        
suits                    1                        
summons                  1                        
sunk                     1                        
sure                     2                        
surprise                 1                        
swiftly                  1                        
system                   1                        
t                        2                        
table                    2                        
take                     3                        
taken                    1                        
tall                     1                        
tap                      1                        
taste                    1                        
tell                     3                        
temperament              1                        
texture                  1                        
than                     3                        
that                     46                       
the                      169                      
their                    2                        
them                     1                        
then                     15                       
theories                 2                        
theorise                 1                        
there                    13                       
therefore                1                        
theres                   1                        
these                    3                        
they                     2                        
thick                    2                        
thing                    1                        
things                   2                        
think                    3                        
thirty                   1                        
this                     16                       
those                    3                        
though                   1                        
thought                  1                        
threatens                1                        
three                    3                        
threw                    2                        
through                  1                        
throw                    1                        
throwing                 1                        
thrown                   1                        
thumb                    1                        
thursday                 1                        
time                     3                        
times                    1                        
tinted                   1                        
title                    1                        
to                       94                       
together                 1                        
told                     2                        
too                      2                        
took                     3                        
top                      1                        
tops                     1                        
tore                     1                        
tragedy                  1                        
trained                  1                        
travelled                1                        
trepoff                  1                        
tried                    1                        
trifle                   1                        
trifling                 1                        
trimmed                  1                        
trincomalee              1                        
triumphant               1                        
true                     1                        
trust                    2                        
trusted                  1                        
twentieth                1                        
twice                    3                        
twist                    1                        
twisted                  1                        
two                      3                        
uncertain                1                        
uncontrollable           1                        
uncourteous              1                        
undated                  1                        
under                    4                        
understand               4                        
unknown                  1                        
until                    1                        
up                       11                       
upon                     15                       
upper                    1                        
us                       4                        
v                        1                        
vague                    1                        
valley                   1                        
veil                     1                        
verbs                    1                        
very                     10                       
vi                       1                        
vii                      1                        
viii                     1                        
vile                     1                        
visit                    1                        
visitor                  4                        
vizard                   1                        
voice                    1                        
volume                   1                        
von                      4                        
walk                     1                        
walks                    1                        
wallenstein              1                        
want                     1                        
wanted                   1                        
warsaw                   1                        
warsawyes                1                        
was                      41                       
watson                   5                        
waved                    1                        
way                      2                        
waylaid                  1                        
we                       9                        
wear                     1                        
wearing                  1                        
weather                  1                        
wedlock                  1                        
week                     2                        
weight                   1                        
well                     4                        
were                     7                        
wet                      1                        
what                     7                        
wheels                   2                        
when                     4                        
where                    3                        
which                    27                       
while                    3                        
whistled                 1                        
white                    1                        
who                      15                       
whole                    3                        
whom                     2                        
why                      3                        
wife                     1                        
wilhelm                  1                        
will                     10                       
window                   1                        
wishes                   1                        
with                     31                       
without                  4                        
woman                    4                        
women                    1                        
wood                     1                        
wooing                   1                        
word                     2                        
wore                     1                        
work                     2                        
world                    1                        
would                    11                       
woven                    1                        
wrist                    1                        
writes                   1                        
writing                  2                        
written                  3                        
wrote                    3                        
x                        1                        
xi                       1                        
xii                      1                        
yawn                     1                        
year                     1                        
years                    3                        
yes                      1                        
yet                      7                        
you                      63                       
young                    3                        
your                     21                       
yours                    1                        
yourself                 2                        
