Word                     Occurences               
does                     2                        
dogs                     1                        
doing                    1                        
dont                     2                        
doom                     1                        
door                     5                        
doors                    1                        
dotings                  1                        
doubtless                2                        
down                     8                        
downtown                 1                        
drawn                    1                        
dreamiest                1                        
dreamy                   1                        
dreary                   2                        
drinks                   1                        
driving                  1                        
drizzly                  1                        
drop                     1                        
drowned                  1                        
dubious                  1                        
duly                     1                        
each                     2                        
earnestly                1                        
ears                     1                        
earthly                  1                        
east                     1                        
easy                     1                        
eat                      1                        
egyptians                1                        
either                   1                        
election                 1                        
element                  1                        
else                     4                        
embark                   2                        
emigrant                 1                        
employs                  1                        
enable                   1                        
enchanting               1                        
ended                    1                        
endless                  1                        
enjoy                    1                        
enough                   4                        
entailed                 1                        
enter                    1                        
entering                 1                        
entertainment            1                        
equator                  1                        
ere                      1                        
especially               1                        
established              1                        
etymology                1                        
euroclydon               5                        
even                     1                        
ever                     6                        
everlasting              2                        
every                    4                        
everybody                1                        
everything               1                        
everywhere               1                        
exactly                  2                        
exercise                 1                        
expensive                2                        
experiment               1                        
extantit                 1                        
extensive                1                        
extracts                 1                        
extreme                  1                        
extremest                1                        
eye                      1                        
eyes                     2                        
faces                    1                        
faintly                  1                        
falling                  1                        
family                   1                        
famous                   1                        
fancied                  1                        
far                      3                        
farcesthough             1                        
fates                    2                        
feel                     1                        
feelings                 1                        
feet                     3                        
fervent                  1                        
few                      2                        
fields                   1                        
fiery                    1                        
finally                  1                        
find                     2                        
fine                     2                        
finished                 1                        
first                    8                        
fish                     1                        
fishthis                 1                        
fixed                    2                        
flinty                   1                        
floated                  1                        
flood                    1                        
flourish                 1                        
flying                   1                        
followed                 1                        
following                2                        
foot                     1                        
for                      31                       
forbidden                1                        
fore                     1                        
forecastle               2                        
forlorn                  1                        
formed                   1                        
forth                    1                        
fountain                 1                        
fowl                     1                        
fowlsthough              1                        
freewill                 1                        
friendly                 1                        
from                     26                       
frost                    4                        
frosted                  1                        
frosty                   1                        
frozen                   1                        
funeral                  1                        
further                  1                        
gable                    1                        
gabriel                  1                        
gates                    1                        
gazers                   1                        
general                  1                        
genteel                  1                        
get                      7                        
gets                     1                        
give                     3                        
glare                    1                        
glass                    1                        
glasses                  1                        
glazier                  1                        
glitters                 1                        
gloom                    1                        
glory                    2                        
gnashing                 1                        
go                       15                       
gods                     1                        
goes                     2                        
going                    5                        
gomorrah                 1                        
gone                     1                        
good                     2                        
gradually                1                        
grand                    4                        
grapnels                 1                        
grasp                    1                        
grasshopper              1                        
great                    5                        
greeks                   1                        
green                    1                        
grim                     1                        
grin                     1                        
grow                     1                        
growing                  1                        
ha                       3                        
habit                    1                        
had                      6                        
halting                  1                        
hand                     4                        
handfuls                 1                        
hands                    2                        
happen                   1                        
hard                     2                        
hardicanutes             1                        
harpoon                  1                        
harpoons                 1                        
harpoonsbut              1                        
has                      2                        
hats                     1                        
have                     10                       
having                   2                        
hazy                     1                        
he                       14                       
head                     4                        
heads                    1                        
healthy                  2                        
hear                     2                        
heard                    2                        
hearing                  1                        
heaven                   1                        
helped                   1                        
her                      3                        
here                     11                       
herman                   1                        
hermit                   1                        
high                     4                        
hill                     2                        
him                      4                        
himself                  3                        
his                      18                       
hob                      1                        
hold                     1                        
holding                  1                        
hollow                   1                        
holy                     1                        
honor                    1                        
honorable                1                        
hooded                   1                        
hook                     1                        
horn                     1                        
horror                   1                        
horse                    1                        
hour                     1                        
hours                    1                        
house                    4                        
houses                   2                        
how                      4                        
however                  2                        
howling                  1                        
huge                     1                        
hundred                  1                        
hunks                    2                        
hypos                    1                        
i                        70                       
ibis                     1                        
ice                      3                        
iceberg                  1                        
idea                     2                        
idolatrous               1                        
if                       12                       
ignoring                 1                        
ills                     1                        
image                    3                        
imported                 1                        
improvements             1                        
in                       76                       
inches                   1                        
indian                   1                        
indignity                1                        
induced                  1                        
inducements              1                        
infallibly               1                        
inferred                 1                        
infliction               1                        
influences               1                        
inlanders                1                        
inmates                  1                        
inmost                   1                        
inn                      2                        
innpeter                 1                        
inns                     1                        
inquire                  1                        
instance                 1                        
instinct                 1                        
insular                  1                        
interest                 1                        
interior                 1                        
interlude                1                        
into                     11                       
invest                   1                        
invisible                1                        
invitingly               1                        
involuntarily            1                        
is                       46                       
ishmael                  6                        
island                   2                        
isles                    1                        
it                       53                       
itch                     1                        
its                      3                        
itself                   2                        
itwould                  1                        
jet                      1                        
jolly                    3                        
jove                     1                        
judging                  1                        
judgmatically            1                        
judgment                 1                        
judiciously              1                        
jump                     1                        
june                     1                        
just                     2                        
keen                     1                        
keep                     2                        
kept                     1                        
key                      1                        
kind                     1                        
knee                     1                        
knew                     2                        
knocking                 1                        
knowing                  1                        
knows                    1                        
laden                    1                        
lakes                    1                        
land                     6                        
landscape                1                        
landsmen                 1                        
lanes                    1                        
last                     3                        
late                     2                        
lath                     1                        
lay                      2                        
lazarus                  4                        
lead                     2                        
leaders                  2                        
leaning                  2                        
learning                 1                        
leaves                   2                        
lee                      1                        
left                     1                        
legs                     1                        
lengthwise               1                        
less                     1                        
let                      4                        
letter                   1                        
leviathan                1                        
librarian                1                        
lie                      1                        
lies                     1                        
life                     1                        
light                    3                        
lights                   2                        
like                     8                        
lilieswhat               1                        
limit                    1                        
line                     1                        
lint                     1                        
little                   8                        
lives                    1                        
lodge                    1                        
lodges                   1                        
lodgings                 1                        
loitering                1                        
long                     2                        
look                     3                        
looked                   4                        
lookest                  1                        
looking                  3                        
loomings                 2                        
lording                  1                        
loud                     1                        
love                     1                        
low                      1                        
lungs                    1                        
made                     2                        
magic                    2                        
magnetic                 1                        
magnificent              1                        
make                     3                        
maketh                   1                        
making                   2                        
man                      3                        
managers                 1                        
manhatto                 1                        
manhattoes               1                        
many                     1                        
marvellous               2                        
marvels                  1                        
mast                     2                        
matter                   2                        
maxim                    1                        
may                      6                        
mazy                     1                        
me                       30                       
meadow                   2                        
mean                     2                        
meaning                  2                        
meant                    1                        
meanwhile                1                        
meditation               1                        
meet                     1                        
melted                   1                        
melville                 1                        
men                      5                        
merchant                 1                        
mesince                  1                        
metaphysical             2                        
methodically             1                        
mid                      1                        
middle                   1                        
might                    2                        
mighty                   1                        
mild                     1                        
miles                    2                        
million                  1                        
mind                     2                        
minded                   1                        
mindold                  1                        
mine                     1                        
miserable                1                        
misty                    1                        
moby                     1                        
mole                     1                        
moluccas                 1                        
moment                   1                        
monday                   1                        
money                    4                        
monied                   1                        
monopolising             1                        
monster                  1                        
moored                   1                        
moral                    1                        
more                     8                        
mortal                   1                        
most                     7                        
motives                  2                        
mountains                1                        
mouth                    2                        
moving                   2                        
much                     6                        
mummies                  1                        
must                     5                        
muttered                 1                        
my                       26                       
myself                   5                        
mysterious               1                        
mystical                 1                        
nailed                   1                        
name                     1                        
nameless                 1                        
nantucket                7                        
narcissus                1                        
nay                      1                        
nearly                   1                        
needed                   1                        
needles                  1                        
needs                    2                        
negro                    1                        
never                    4                        
nevertheless             1                        
new                      5                        
niagara                  1                        
nigh                     2                        
night                    7                        
nightsdo                 1                        
no                       10                       
noble                    1                        
nor                      1                        
north                    1                        
northern                 2                        
northward                1                        
not                      17                       
nothing                  3                        
november                 1                        
now                      11                       
obey                     1                        
observest                1                        
occurred                 1                        
ocean                    2                        
oceans                   1                        
of                       127                      
off                      4                        
offer                    1                        
officer                  2                        
offices                  1                        
offthen                  1                        
old                      13                       
ominous                  1                        
on                       25                       
once                     2                        
one                      17                       
ones                     1                        
only                     4                        
open                     2                        
opened                   1                        
or                       13                       
orchard                  1                        
order                    4                        
orders                   1                        
oriental                 1                        
originalthe              1                        
orion                    1                        
orphans                  1                        
other                    6                        
others                   2                        
our                      1                        
ourselves                2                        
out                      8                        
outside                  1                        
over                     5                        
overlapping              1                        
overwhelming             1                        
own                      4                        
paced                    1                        
pacific                  1                        
pacing                   1                        
packed                   1                        
packet                   1                        
paid                     2                        
pains                    1                        
paint                    1                        
painting                 1                        
palace                   1                        
palsied                  1                        
parliament               1                        
part                     7                        
particles                1                        
particular               4                        
particularly             1                        
partly                   1                        
parts                    3                        
passage                  1                        
passed                   2                        
passenger                4                        
passengers               3                        
patagonian               1                        
patched                  1                        
path                     1                        
pauls                    1                        
pausing                  2                        
pavementrather           1                        
pay                      2                        
paying                   3                        
pea                      1                        
pedestrian               1                        
peep                     1                        
peer                     1                        
penalties                1                        
penny                    1                        
pent                     1                        
peoples                  1                        
peppered                 1                        
perceive                 1                        
perdition                1                        
performances             1                        
performing               1                        
perhaps                  2                        
perils                   1                        
persians                 1                        
peter                    1                        
phantom                  2                        
philosophical            1                        
physical                 1                        
picked                   1                        
picture                  1                        
pieces                   1                        
pier                     1                        
pillow                   1                        
pine                     1                        
pistol                   1                        
pit                      1                        
pity                     1                        
place                    6                        
placea                   1                        
plastertied              1                        
pleasant                 1                        
please                   1                        
pleased                  1                        
plenty                   1                        
plight                   1                        
plug                     1                        
plumb                    1                        
plunged                  2                        
pocket                   1                        
poet                     1                        
point                    2                        
police                   1                        
pooh                     2                        
pool                     1                        
poor                     4                        
porch                    1                        
port                     1                        
portentous               1                        
possess                  1                        
possibly                 1                        
pot                      1                        
poverty                  1                        
prairies                 1                        
preachers                1                        
preciselyhaving          1                        
presented                1                        
presently                1                        
presidency               1                        
president                1                        
prevalent                1                        
prevent                  1                        
previous                 2                        
price                    1                        
principle                1                        
privilege                1                        
proceeding               1                        
processions              1                        
professor                1                        
programme                1                        
projections              1                        
promptly                 1                        
proved                   1                        
providence               1                        
public                   1                        
pulpit                   1                        
punch                    1                        
pure                     1                        
purpose                  1                        
purse                    3                        
pushed                   1                        
put                      3                        
putting                  1                        
pyramids                 1                        
pythagorean              1                        
quarrelsomedont          1                        
quarter                  2                        
queer                    1                        
quick                    1                        
quiet                    1                        
quietest                 1                        
quietly                  2                        
quite                    1                        
quitting                 1                        
rag                      1                        
rags                     1                        
randolphs                1                        
rather                   3                        
rays                     1                        
reaching                 2                        
really                   1                        
rear                     1                        
reason                   1                        
reasonest                1                        
recall                   1                        
receives                 1                        
receiving                1                        
red                      3                        
redder                   1                        
reefscommerce            1                        
region                   1                        
regulating               1                        
related                  1                        
remorseless              1                        
remote                   1                        
rensselaers              1                        
repeatedly               1                        
representing             1                        
requires                 2                        
respectable              1                        
respectfully             2                        
resulting                1                        
reverentially            1                        
reveries                 1                        
reveriesstand            1                        
rigging                  1                        
right                    3                        
risk                     1                        
river                    1                        
rivers                   1                        
roasted                  1                        
robust                   2                        
rockaway                 1                        
rolled                   1                        
romantic                 1                        
root                     1                        
round                    3                        
roused                   1                        
rows                     1                        
royal                    1                        
rub                      1                        
ruins                    1                        
run                      1                        
sabbath                  1                        
saco                     1                        
sadly                    2                        
said                     2                        
sail                     3                        
sailed                   1                        
sailor                   5                        
sailors                  1                        
sally                    1                        
salt                     1                        
salted                   1                        
same                     6                        
sand                     1                        
sashless                 1                        
satisfaction             1                        
saturday                 1                        
saw                      2                        
say                      4                        
says                     2                        
scales                   1                        
schoolmaster             2                        
schooners                1                        
scores                   2                        
scrape                   1                        
sea                      13                       
seas                     2                        
seated                   1                        
seaward                  1                        
second                   2                        
secretly                 1                        
see                      6                        
seemed                   2                        
seemingly                1                        
seeposted                1                        
seneca                   1                        
sense                    1                        
sentinels                1                        
separate                 1                        
served                   1                        
service                  1                        
set                      3                        
shabby                   1                        
shadiest                 1                        
shady                    1                        
shakes                   1                        
shaking                  1                        
sharp                    1                        
shepherds                2                        
ship                     3                        
ships                    3                        
shirt                    1                        
shiverings               1                        
shore                    1                        
short                    1                        
should                   5                        
shoulder                 1                        
shouldering              1                        
sickgrow                 1                        
side                     2                        
sides                    1                        
sighs                    2                        
sight                    2                        
sights                   1                        
sign                     5                        
silent                   1                        
silken                   1                        
silver                   1                        
silverso                 1                        
simple                   1                        
single                   1                        
sitting                  1                        
slave                    1                        
sleep                    3                        
sleeps                   1                        
sleepy                   1                        
slip                     1                        
sloop                    1                        
smelt                    1                        
smoke                    1                        
smoky                    1                        
snow                     2                        
so                       8                        
social                   1                        
society                  1                        
soles                    1                        
solo                     1                        
some                     12                       
somehow                  1                        
something                4                        
soon                     1                        
sort                     7                        
soul                     3                        
sounded                  1                        
sounds                   2                        
south                    1                        
southwherever            1                        
spar                     2                        
speak                    1                        
spiles                   1                        
spleen                   1                        
spot                     1                        
spouter                  3                        
spray                    1                        
springs                  1                        
spurs                    1                        
stage                    1                        
stand                    3                        
standmiles               1                        
started                  1                        
states                   1                        
stepping                 1                        
steps                    1                        
still                    4                        
stoics                   1                        
stood                    3                        
stop                     2                        
stopping                 1                        
story                    1                        
storyto                  1                        
straight                 2                        
stranded                 2                        
strange                  1                        
stream                   2                        
street                   4                        
streets                  5                        
stricken                 1                        
striving                 1                        
strong                   2                        
struck                   1                        
stuffed                  1                        
stumble                  1                        
sub                      2                        
substitute               1                        
such                     7                        
suddenly                 1                        
suffice                  1                        
sumatra                  1                        
summer                   2                        
supplied                 2                        
suppose                  1                        
sure                     1                        
surely                   1                        
surf                     1                        
surprising               1                        
surrounds                1                        
surveillance             1                        
suspect                  1                        
sway                     1                        
swayed                   1                        
sweep                    1                        
swinging                 2                        
sword                    3                        
swung                    1                        
take                     6                        
taking                   1                        
talk                     1                        
tall                     1                        
tallest                  1                        
tar                      1                        
tatters                  1                        
tears                    1                        
teeth                    2                        
tell                     4                        
temperance               1                        
tempestuous              3                        
ten                      2                        
tennessee                1                        
tepid                    1                        
terms                    1                        
testament                1                        
text                     1                        
than                     8                        
that                     50                       
the                      226                      
their                    7                        
them                     6                        
themleagues              1                        
themselves               2                        
then                     5                        
thence                   2                        
there                    26                       
these                    7                        
they                     15                       
thick                    1                        
thieves                  1                        
thing                    2                        
thingno                  1                        
things                   4                        
think                    2                        
thinks                   3                        
this                     28                       
thither                  1                        
those                    5                        
thou                     3                        
though                   7                        
thought                  6                        
thousand                 2                        
thousands                2                        
throw                    1                        
throws                   1                        
thrust                   1                        
thump                    2                        
thus                     1                        
tiger                    1                        
till                     1                        
time                     7                        
tinkling                 1                        
to                       78                       
toasting                 1                        
toils                    1                        
told                     1                        
tomb                     1                        
too                      6                        
took                     1                        
tophet                   1                        
tormented                1                        
tormenting               1                        
tossed                   1                        
touches                  1                        
towards                  3                        
town                     2                        
tragedies                1                        
tranced                  1                        
transition               1                        
trap                     2                        
travel                   1                        
tree                     1                        
trees                    1                        
trials                   1                        
tribulations             1                        
trip                     1                        
trouble                  1                        
true                     2                        
trunk                    1                        
try                      1                        
tucked                   1                        
turned                   1                        
two                      5                        
tyre                     1                        
unaccountable            1                        
unbiased                 1                        
uncomfortable            1                        
undeliverable            1                        
under                    3                        
underneaththe            1                        
ungraspable              1                        
unite                    1                        
united                   1                        
universal                1                        
universe                 1                        
unless                   2                        
unpleasant               1                        
up                       12                       
upon                     11                       
upper                    1                        
urbane                   1                        
us                       2                        
uses                     1                        
vain                     1                        
valley                   1                        
van                      1                        
various                  1                        
very                     4                        
vibration                1                        
view                     1                        
violate                  1                        
virtue                   1                        
visit                    1                        
voice                    1                        
voyage                   7                        
wade                     1                        
wailing                  1                        
wantingwaterthere        1                        
warehouses               2                        
warm                     1                        
was                      22                       
washed                   1                        
watch                    1                        
water                    7                        
waterward                2                        
watery                   1                        
waves                    1                        
way                      6                        
wayeither                1                        
wayhe                    1                        
we                       4                        
wears                    1                        
weary                    1                        
wedded                   1                        
week                     2                        
weeping                  1                        
weighed                  1                        
welcome                  1                        
well                     4                        
went                     1                        
were                     13                       
west                     1                        
whale                    5                        
whalemen                 1                        
whales                   1                        
whaling                  8                        
wharves                  1                        
what                     13                       
whatsoever               1                        
when                     7                        
whenever                 5                        
where                    9                        
whereas                  1                        
wherefore                1                        
wherever                 1                        
whether                  3                        
which                    7                        
white                    1                        
whitehall                1                        
who                      5                        
wholesome                1                        
whose                    1                        
why                      7                        
wide                     1                        
wight                    1                        
wild                     2                        
will                     6                        
wind                     2                        
window                   2                        
windows                  2                        
winds                    3                        
wisdom                   1                        
wish                     1                        
with                     23                       
within                   3                        
without                  3                        
wonder                   1                        
wonderful                1                        
wooden                   1                        
woodlands                1                        
words                    1                        
works                    1                        
world                    4                        
worse                    1                        
would                    7                        
wrapperhe                1                        
wretched                 1                        
writerof                 1                        
ye                       1                        
yea                      1                        
years                    2                        
yes                      2                        
yet                      7                        
yonder                   2                        
you                      26                       
young                    1                        
your                     8                        
yourself                 1                        
zephyr                   1                        
