Word                     Occurences               
die                      1                        
died                     4                        
dif                      1                        
difference               1                        
dine                     1                        
direct                   1                        
direction                1                        
disappear                1                        
disliked                 1                        
disputea                 1                        
disquietude              1                        
disturbed                1                        
do                       7                        
docks                    1                        
done                     5                        
dont                     1                        
door                     1                        
dorlans                  1                        
doubled                  1                        
doubt                    1                        
down                     2                        
downhaul                 1                        
drawing                  1                        
dreadful                 1                        
dress                    1                        
drew                     1                        
dropped                  1                        
due                      1                        
dumas                    1                        
during                   1                        
duty                     3                        
dying                    1                        
each                     1                        
eagerly                  1                        
eased                    1                        
edmond                   12                       
edmonds                  1                        
eight                    1                        
eighteen                 1                        
el                       1                        
elba                     4                        
else                     2                        
emperor                  5                        
english                  1                        
enough                   1                        
entered                  1                        
entrance                 1                        
especially               2                        
even                     1                        
event                    1                        
every                    3                        
everybody                1                        
evidence                 1                        
evil                     1                        
except                   2                        
exclaimed                1                        
excuse                   2                        
executed                 1                        
expects                  1                        
experience               1                        
experienced              1                        
expression               1                        
eye                      1                        
eyes                     5                        
fact                     1                        
famous                   1                        
fancies                  1                        
far                      1                        
farewell                 1                        
father                   9                        
fatherthe                1                        
feast                    1                        
february                 1                        
fell                     1                        
fellow                   3                        
ferrajo                  3                        
fever                    2                        
fine                     1                        
firm                     1                        
first                    6                        
five                     2                        
flung                    1                        
follow                   1                        
followed                 2                        
for                      33                       
forerunner               1                        
forgot                   1                        
fort                     1                        
four                     1                        
francs                   1                        
free                     1                        
friend                   1                        
from                     12                       
fulfil                   1                        
full                     1                        
furnish                  1                        
gangway                  1                        
garde                    1                        
garrison                 1                        
gave                     5                        
get                      2                        
giglio                   1                        
give                     3                        
given                    2                        
gives                    1                        
glad                     1                        
glancing                 1                        
gleaming                 1                        
glided                   1                        
go                       6                        
goand                    1                        
going                    2                        
good                     7                        
got                      1                        
grasping                 1                        
grateful                 1                        
gravely                  1                        
gravity                  1                        
great                    3                        
greatest                 1                        
greatly                  2                        
guys                     1                        
ha                       3                        
had                      15                       
hailed                   1                        
hair                     1                        
half                     6                        
halyards                 1                        
hammock                  1                        
hand                     3                        
handled                  1                        
hands                    2                        
handsome                 1                        
happened                 3                        
harbor                   4                        
has                      14                       
hasten                   1                        
hat                      1                        
hate                     1                        
have                     29                       
he                       50                       
head                     2                        
health                   1                        
heard                    1                        
heart                    1                        
heaven                   1                        
heels                    1                        
her                      5                        
here                     3                        
herself                  1                        
hesitation               1                        
him                      19                       
himself                  2                        
his                      29                       
hole                     1                        
honest                   1                        
honor                    2                        
honorable                1                        
hope                     2                        
hours                    1                        
house                    2                        
how                      7                        
however                  1                        
i                        62                       
idlers                   1                        
if                       14                       
im                       1                        
immediately              2                        
impatience               1                        
impatient                1                        
impatiently              1                        
imperceptibly            1                        
important                1                        
in                       33                       
inner                    1                        
inquire                  1                        
inquired                 4                        
inquiries                1                        
inquiring                1                        
insolent                 1                        
inspectors               1                        
instantly                1                        
instead                  1                        
instinct                 1                        
instruction              1                        
instructions             2                        
intention                1                        
interests                1                        
interrupted              1                        
into                     8                        
invariably               1                        
invitation               1                        
is                       29                       
island                   6                        
islands                  1                        
it                       23                       
italian                  1                        
jaros                    1                        
jean                     1                        
jib                      4                        
judge                    1                        
jumped                   1                        
jumping                  1                        
just                     1                        
keep                     1                        
kindly                   1                        
knew                     1                        
know                     7                        
known                    1                        
la                       5                        
laden                    2                        
lading                   1                        
landing                  1                        
last                     3                        
lately                   1                        
latter                   1                        
leads                    1                        
leaned                   1                        
least                    3                        
leave                    4                        
leclere                  9                        
lecleres                 1                        
left                     6                        
less                     2                        
let                      3                        
letter                   5                        
like                     2                        
liked                    1                        
likes                    1                        
little                   3                        
long                     3                        
longer                   1                        
look                     5                        
looked                   1                        
lose                     1                        
losing                   1                        
lost                     2                        
lovely                   1                        
lower                    1                        
lowered                  1                        
luck                     1                        
m                        23                       
made                     4                        
make                     3                        
making                   1                        
man                      15                       
managed                  1                        
manner                   1                        
manuvre                  1                        
marriage                 1                        
married                  1                        
marseilles               4                        
marseillesthe            2                        
marshal                  3                        
marshals                 1                        
mast                     1                        
master                   4                        
mate                     3                        
matter                   1                        
may                      2                        
me                       29                       
meal                     1                        
mean                     2                        
melancholy               1                        
men                      2                        
menowas                  1                        
mercds                   3                        
merely                   1                        
midst                    2                        
might                    1                        
mind                     2                        
minutes                  1                        
misfortune               5                        
mistaken                 1                        
mistress                 2                        
modern                   1                        
moment                   4                        
money                    1                        
monte                    2                        
months                   4                        
more                     3                        
morgiou                  1                        
morning                  1                        
morrel                   22                       
morrels                  1                        
mortal                   1                        
most                     4                        
motion                   1                        
mourning                 1                        
mouth                    1                        
moved                    1                        
movements                1                        
much                     5                        
must                     6                        
my                       21                       
myself                   1                        
name                     1                        
naples                   2                        
narrow                   2                        
navigation               1                        
needed                   1                        
needs                    1                        
never                    1                        
news                     1                        
night                    1                        
nine                     1                        
no                       8                        
noeverything             1                        
not                      25                       
nothing                  6                        
notre                    1                        
now                      7                        
oarsmen                  1                        
obeyed                   2                        
obnoxious                1                        
obsequious               1                        
observing                1                        
occur                    1                        
occurred                 1                        
oclock                   2                        
of                       68                       
off                      6                        
officers                 2                        
old                      4                        
on                       18                       
once                     1                        
one                      9                        
only                     2                        
onwards                  1                        
open                     1                        
or                       5                        
order                    2                        
orders                   3                        
other                    2                        
ought                    1                        
our                      3                        
out                      5                        
outhaul                  1                        
over                     4                        
own                      1                        
owner                    17                       
owners                   3                        
packet                   6                        
padrone                  1                        
paid                     1                        
papers                   1                        
pardieu                  1                        
pardon                   2                        
paris                    3                        
particular               1                        
partner                  2                        
partners                 1                        
passed                   2                        
passing                  2                        
patting                  2                        
pay                      2                        
peculiar                 1                        
performed                2                        
person                   1                        
peste                    1                        
pharaon                  8                        
phocee                   1                        
phocens                  1                        
pilot                    6                        
plainly                  1                        
pleasant                 1                        
pleasure                 1                        
policar                  1                        
pomgue                   1                        
poor                     3                        
port                     3                        
porto                    3                        
position                 1                        
possess                  1                        
possible                 1                        
post                     1                        
pound                    1                        
pray                     1                        
pre                      1                        
presence                 1                        
present                  1                        
prevailed                1                        
procure                  1                        
profits                  1                        
promotion                1                        
promptly                 2                        
propose                  1                        
proposition              1                        
proud                    2                        
proverb                  1                        
proves                   1                        
providence               1                        
pulled                   1                        
pure                     1                        
put                      2                        
quai                     1                        
quarrel                  1                        
quay                     1                        
question                 2                        
questions                1                        
quite                    3                        
ramparts                 1                        
ran                      1                        
rapidly                  1                        
rate                     1                        
rattling                 1                        
ravens                   1                        
reached                  1                        
ready                    1                        
reality                  1                        
really                   2                        
reasons                  1                        
red                      1                        
reflected                1                        
refuse                   1                        
regiment                 1                        
rely                     1                        
remain                   2                        
remembered               1                        
reminds                  1                        
repairs                  1                        
repeated                 1                        
replied                  9                        
require                  3                        
resignation              1                        
resolution               1                        
respect                  1                        
respective               1                        
responsible              2                        
rest                     1                        
resuming                 1                        
retreated                1                        
returned                 1                        
rides                    1                        
rigged                   1                        
right                    8                        
rion                     1                        
room                     1                        
rope                     1                        
round                    2                        
rounded                  1                        
rounding                 1                        
row                      1                        
rows                     1                        
rserve                   1                        
sadness                  1                        
safe                     2                        
safely                   1                        
said                     18                       
sail                     2                        
sailor                   6                        
sailorbut                1                        
sailors                  1                        
sails                    1                        
saint                    1                        
same                     2                        
sat                      1                        
satisfactory             2                        
satisfied                2                        
saw                      6                        
say                      8                        
saying                   1                        
scarcely                 1                        
sea                      2                        
seaman                   3                        
seamen                   1                        
second                   2                        
secret                   1                        
sedately                 1                        
see                      11                       
seems                    3                        
seen                     2                        
seized                   1                        
self                     1                        
sense                    1                        
sent                     1                        
served                   1                        
service                  3                        
settle                   1                        
settled                  1                        
sewn                     1                        
shake                    1                        
shall                    4                        
she                      9                        
sheets                   2                        
ship                     6                        
shipowner                4                        
shipowners               1                        
ships                    2                        
shock                    1                        
shot                     1                        
should                   3                        
shoulder                 1                        
shouted                  1                        
shut                     1                        
side                     3                        
sight                    1                        
signalled                1                        
signature                1                        
silly                    1                        
since                    2                        
sir                      14                       
six                      3                        
skiff                    4                        
skilfully                1                        
slim                     1                        
slowly                   1                        
small                    1                        
smile                    3                        
smiled                   1                        
smiling                  1                        
smyrna                   1                        
so                       10                       
soldiers                 1                        
sole                     1                        
some                     3                        
someone                  1                        
sometimes                1                        
son                      7                        
soon                     1                        
sound                    1                        
spanker                  3                        
sparkling                1                        
speak                    1                        
speaking                 1                        
spectators               2                        
spite                    1                        
spoke                    2                        
sprang                   1                        
spring                   1                        
square                   1                        
stand                    1                        
standing                 1                        
station                  1                        
stations                 1                        
steering                 1                        
step                     1                        
stern                    1                        
stop                     1                        
stopped                  1                        
strait                   1                        
street                   2                        
subject                  1                        
subordinates             1                        
such                     2                        
suddenly                 1                        
suggest                  1                        
supercargo               2                        
superiors                1                        
surprised                1                        
swarms                   1                        
sword                    1                        
take                     4                        
taken                    1                        
takenearly               1                        
taking                   1                        
talk                     1                        
talking                  1                        
tall                     1                        
task                     1                        
tears                    2                        
tell                     3                        
ten                      3                        
th                       1                        
than                     1                        
thank                    2                        
thanks                   1                        
that                     37                       
thats                    3                        
the                      215                      
their                    3                        
them                     3                        
then                     16                       
there                    11                       
theres                   1                        
they                     3                        
thing                    2                        
think                    4                        
thirty                   1                        
this                     14                       
thorough                 1                        
thoroughly               2                        
those                    3                        
though                   2                        
thousand                 2                        
three                    7                        
throng                   1                        
through                  1                        
thus                     1                        
time                     3                        
times                    1                        
to                       93                       
told                     1                        
too                      1                        
topsail                  2                        
topsails                 2                        
touch                    1                        
touching                 1                        
towards                  3                        
tower                    1                        
trieste                  1                        
trouble                  2                        
true                     3                        
truly                    1                        
turned                   2                        
turning                  3                        
twenty                   4                        
two                      5                        
unable                   1                        
uncle                    2                        
under                    1                        
understand               2                        
unexpected               1                        
unless                   1                        
unload                   1                        
unprepossessing          1                        
until                    4                        
up                       6                        
upon                     1                        
us                       3                        
use                      1                        
usual                    2                        
vague                    1                        
valence                  1                        
vecchia                  1                        
very                     6                        
vessel                   10                       
vessels                  1                        
vigilant                 1                        
visit                    3                        
volcanic                 1                        
volume                   2                        
votes                    1                        
voyage                   3                        
wages                    1                        
wait                     1                        
want                     1                        
wanted                   1                        
war                      2                        
was                      36                       
watched                  1                        
watches                  1                        
watching                 2                        
way                      4                        
we                       7                        
wed                      1                        
weeks                    1                        
well                     10                       
went                     1                        
were                     8                        
what                     10                       
whats                    1                        
when                     7                        
which                    16                       
while                    3                        
whim                     1                        
who                      19                       
whole                    1                        
whom                     1                        
why                      7                        
widow                    1                        
will                     10                       
wing                     1                        
wished                   1                        
wishes                   1                        
with                     33                       
withdrew                 1                        
without                  3                        
word                     3                        
work                     1                        
world                    1                        
worth                    1                        
worthy                   1                        
would                    7                        
write                    1                        
wrong                    2                        
wroth                    1                        
yards                    1                        
years                    2                        
yes                      11                       
yesyes                   1                        
you                      73                       
young                    19                       
your                     14                       
youth                    1                        
